twitter user id,texts,class,count_mention
3ddbf5b440130d3ee61d4ac28018b498,rt earnings week nvda pltr shop rblx upst roku ttd dkng wmt abnb crox mar ama,nano,1
3ddbf5b440130d3ee61d4ac28018b498,rt weekly earnings aapl amzn googl msft meta shop ups ba xom ko f roku tlry gm qco,nano,1
3ddbf5b440130d3ee61d4ac28018b498,rt earnings week chpt gme lulu chwy cost azo rh saic love avgo dlhc path coup,nano,1
3ddbf5b440130d3ee61d4ac28018b498,ctex nice pushing yq trying sunw sol moving smit low float name pr morning may get going mitq maybe ready bottom daily chart looks iinn irnt cxdc,nano,0
3ddbf5b440130d3ee61d4ac28018b498,rt earnings week pltr upst sofi dis rblx amc oxy ttd pton bntx coin tsn nclh,nano,1
3e506c96800b45814613cc46a241385a,rt one first gacc got 2 months ago stoned dmt stunt helmet costed 0 28 eth abo,nano,2
3e506c96800b45814613cc46a241385a,rt sold mayc 40eth got free airdrop promised give 20 000 cash eth random person wh,nano,1
3e506c96800b45814613cc46a241385a,rt drop eth wallet rt amp follow gon na surprise supporters rocket eyes,nano,2
3e506c96800b45814613cc46a241385a,rt know better mega 1st half 2022 roadmap metis snapshot propo,nano,2
3e506c96800b45814613cc46a241385a,rt buying eth right help person_shrugging,nano,1
3e506c96800b45814613cc46a241385a,rt listed ens opensea wonder word number ens sells first,nano,1
3e506c96800b45814613cc46a241385a,rt part ethereum long term scaling solution herb rocket metis eth,nano,2
3e506c96800b45814613cc46a241385a,rt drop eth wallet address send 5 people 0 5 eth 5 free nft must follow amp rt 24 hours timer_clock,nano,1
3e506c96800b45814613cc46a241385a,rt eth wallet money_with_wings money_with_wings money_with_wings people think would move thinking_face,nano,4
3e506c96800b45814613cc46a241385a,rt infinite charity project first nft project unveiled october 1 icproject,nano,4
3eaa1b5e4afa67fb2d097da6aae9d59d,rt look egld mooning smiling_face_with_heart eyes high_voltage,macro,2
3eaa1b5e4afa67fb2d097da6aae9d59d,rt vrar everything looks great rsi news resistance 10 26 close next days awesome j,macro,1
3eaa1b5e4afa67fb2d097da6aae9d59d,ltry loaded shorts funds deeper research video gamers turned accounting analysts twitter buying see 813k share position combined soon end quiet period rocekt fuel added,macro,0
3eaa1b5e4afa67fb2d097da6aae9d59d,rt got ta embrace change,macro,2
3eaa1b5e4afa67fb2d097da6aae9d59d,milc 1 25 alert 100 gainer links service daily focus lists amp cont,macro,0
3fd08651cbffb8d0835e47c819ded8d5,slow return cinema going covid 19 pandemic film business hoping boost french riviera 75th edition cannes film festival returns may 17 28,mega,0
3fd08651cbffb8d0835e47c819ded8d5,call indian companies explore buying bp stake rosneft came bp ceo bernard looney met indian oil minister hardeep singh puri march,mega,0
3fd08651cbffb8d0835e47c819ded8d5,girish mathrubootham chess fan asks question viswanathan anand find learnt chess grandmaster fila2022,mega,2
3fd08651cbffb8d0835e47c819ded8d5,nft economy game bringing global food industry web3 born simple question cofounders amp tried answer build something simple like french fries,mega,4
3fd08651cbffb8d0835e47c819ded8d5,nfts lately garnering lot attention investors well artists creators begun shaping modern day culture one assess value worth learn cryptomadeeasy partnered,mega,2
3fd08651cbffb8d0835e47c819ded8d5,4th industrial revolution speaks fusion physical biological worlds merges artificial intelligence robots quantum computing technologies join us know india cloud powered partnered,mega,2
3fd08651cbffb8d0835e47c819ded8d5,today tech briefing studio_microphone okta cyberattack may affected hundreds clients oxyzo raises 200 mln elected rse,mega,3
3fd08651cbffb8d0835e47c819ded8d5,short term experience performing tasks choice getting paid immediately gratifying however may less apparent long term consequences warns,mega,1
3fd08651cbffb8d0835e47c819ded8d5,co founder country delight says company wants continue build solid product line full stack supply chain brand consumers would want add cart recommend others,mega,2
40f4c95f8453f0db952cc7bf65c69c1d,rt matic expecting new candle close demand zone bounced 0 29 0 35,micro,1
40f4c95f8453f0db952cc7bf65c69c1d,rt ada,micro,1
40f4c95f8453f0db952cc7bf65c69c1d,rt cro getting information could take 2020 low 0 055,micro,1
40f4c95f8453f0db952cc7bf65c69c1d,rt ada hidden bearish div htf another lower high confluence 0 27 0 30,micro,1
42747f77b54f9b1c5bd46684bad0d7a7,ok_hand,macro,1
42747f77b54f9b1c5bd46684bad0d7a7,cult,macro,2
42747f77b54f9b1c5bd46684bad0d7a7,gm,macro,1
42747f77b54f9b1c5bd46684bad0d7a7,moon,macro,2
42747f77b54f9b1c5bd46684bad0d7a7,great,macro,2
4297a11cc420930468d7b5db3cbddf82,rt hits 10 million tvl 96hrs launch rocket rocket enjoy 0 02 swap fees stablecoins 11 daily th,nano,2
4297a11cc420930468d7b5db3cbddf82,rt confetti_ball solgiveaways confetti_ball wrapped_gift 1 x sol 45 rules keycap_1 follow amp keycap_2 rt amp red_heart keycap_3 tag frieds hourglass_not_done 48 h,nano,3
4436cef2cd8b7fd00e72ed2592694da2,less 5 days left register clapping_hands prize pool 100 btc grabs join bybitgames btcbrawl hourglass_not_done registrations open till 28 11 9am utc,mega,0
